AREA,DATE_SALE,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALES_PRICE,PARK_FACIL,DATE_BUILD,REG_FEE,COMMIS,SALE_COND
KK Nagar,21-10-2011,1863,3,2,5,11935020,No,23-10-2003,441596,155155,Adj Land
T Nagar,08-02-2014,1808,2,1,5,12893440,No,12-02-1997,348123,116041,Family
T Nagar,13-02-2013,1877,2,1,5,13575290,No,16-02-2001,529436,190054,Ab Normal
Chrompet,30-10-2011,966,1,1,3,10458600,No,08-11-1975,292841,135962,Partial
Chrompet,19-10-2008,1044,1,1,3,8595800,No,21-10-2000,232087,146129,Family
Adyar,25-10-2009,1180,1,1,3,14166140,No,29-10-1993,495815,28332,Family
Chrompet,21-05-2007,1202,2,1,4,10428940,No,22-05-2003,292010,73003,Adj Land
Karapakkam,02-09-2010,1313,1,1,3,10554000,No,08-09-1986,453822,137202,Ab Normal
Adyar,13-09-2007,625,1,1,2,8739100,No,23-09-1967,262173,131087,Adj Land
KK Nagar,15-07-2008,1933,3,2,5,15479240,No,21-07-1986,572732,247668,Partial
Karapakkam,26-06-2011,636,1,1,2,4706750,No,02-07-1984,141203,98842,Ab Normal
Chrompet,21-04-2014,845,1,1,3,10081500,No,23-04-2004,322608,110897,Partial
Anna Nagar,09-02-2010,1730,1,1,4,12120330,No,18-02-1976,472693,218166,Partial
Chrompet,26-10-2007,1180,1,1,3,8937450,No,03-11-1972,294936,116187,Adj Land
Velachery,15-08-2006,1607,2,1,4,13758930,No,21-08-1982,550357,110071,Normal Sale
Adyar,30-07-2011,1182,1,1,3,13205875,No,31-07-2006,488617,66029,Partial
T Nagar,17-12-2008,1539,1,1,4,17061540,No,25-12-1976,426539,255923,Family
Karapakkam,05-10-2011,1636,2,2,4,5624750,No,13-10-1976,247489,129369,Partial
Karapakkam,17-11-2011,1088,1,1,3,6368000,No,25-11-1979,305664,159200,Family
Adyar,01-12-2006,848,1,1,3,6618400,No,06-12-1986,264736,19855,Ab Normal
KK Nagar,10-05-2008,2041,3,2,5,9625180,No,15-05-1989,346506,105877,Normal Sale
Adyar,25-12-2009,618,1,1,2,5546495,No,28-12-1996,177488,16639,Ab Normal
Anna Nagar,18-07-2010,1750,1,1,4,11997230,No,26-07-1976,359917,59986,Family
Anna Nagar,06-05-2007,1816,2,1,5,13275240,No,10-05-1989,411532,92927,Partial
Karapakkam,03-03-2010,793,1,1,2,4398625,No,08-03-1989,184742,39588,Family
Velachery,02-07-2006,1737,2,1,4,13296730,No,10-07-1972,398902,172857,Family
Adyar,30-10-2009,658,1,1,2,4479770,No,04-11-1991,179191,13439,Adj Land
Adyar,30-07-2009,1219,2,2,4,11155480,No,02-08-1997,356975,167332,Adj Land
Karapakkam,15-12-2010,1272,1,1,3,10279750,No,24-12-1973,380351,236434,Normal Sale
Anna Nagar,09-04-2013,1741,1,1,4,12133700,No,18-04-1977,424680,84936,Family
Anna Nagar,07-06-2012,1984,2,1,5,15185240,No,14-06-1986,440372,242964,Adj Land
KK Nagar,28-08-2008,1344,2,1,4,13112560,No,30-08-2000,406489,301589,Ab Normal
Karapakkam,25-07-2010,915,1,1,3,5858250,No,05-08-1967,287054,105449,Partial
Velachery,23-12-2008,1884,3,2,5,6860970,No,05-01-1958,253856,96054,Family
T Nagar,20-01-2009,1989,2,1,5,12677940,No,30-01-1972,456406,190169,Family
Chrompet,21-06-2013,927,1,1,3,8134850,No,25-06-1998,211506,89483,Ab Normal
Velachery,26-05-2007,1611,2,1,4,9281280,No,01-06-1983,315564,176344,Partial
KK Nagar,28-02-2011,1762,2,1,4,14646760,No,07-03-1983,439403,175761,Partial
KK Nagar,06-08-2009,2049,3,2,5,10019420,No,09-08-1998,400777,180350,Normal Sale
Velachery,02-09-2011,1711,2,1,4,14547070,No,08-09-1985,450959,145471,Ab Normal
Adyar,15-04-2010,1299,2,2,4,15815700,No,25-04-1970,553550,205604,Normal Sale
Adyar,16-12-2006,786,1,1,2,7414265,No,24-12-1975,266914,37071,Family
Adyar,09-02-2009,691,1,1,2,5125790,No,16-02-1983,158899,5126,Ab Normal
Chrompet,14-06-2008,942,1,1,3,7567040,No,21-06-1982,234578,98372,Normal Sale
Adyar,28-02-2011,902,1,1,3,10556375,No,01-03-2006,411699,73895,Ab Normal
Velachery,08-06-2009,1904,3,2,5,8504780,No,14-06-1985,297667,170096,Ab Normal
Anna Nagar,02-07-2012,1536,1,1,4,10245090,No,13-07-1969,276617,92206,Family
Velachery,11-02-2006,1553,2,1,4,6524930,No,25-02-1952,215323,71774,Ab Normal
Chrompet,13-07-2009,1245,2,1,4,14686600,No,15-07-2001,396538,58746,Family
KK Nagar,04-12-2009,1958,3,2,5,10676820,No,09-12-1988,469780,192183,Ab Normal
Adyar,11-01-2011,693,1,1,2,8013720,No,13-01-2003,320549,88151,Normal Sale
Anna Nagar,26-10-2014,1802,2,1,5,13397130,No,27-10-2008,495694,80383,Partial
Karapakkam,07-01-2012,1261,1,1,3,9634250,No,11-01-1993,308296,154148,Partial
KK Nagar,06-08-2010,2365,4,2,6,18624480,No,12-08-1986,931224,297992,Partial
Chrompet,19-11-2011,958,1,1,3,9008060,No,22-11-1999,270242,45040,Family
Chrompet,13-12-2010,1137,1,1,3,10441640,No,14-12-2005,313249,114858,Adj Land
Chrompet,17-12-2007,865,1,1,3,7775300,No,23-12-1980,217708,23326,Normal Sale
Karapakkam,11-09-2010,1635,2,2,4,10620750,No,12-09-2005,371726,212415,Adj Land
KK Nagar,11-03-2009,2345,4,2,6,13355100,No,14-03-1999,534204,106841,Family
Velachery,18-09-2008,1720,2,1,4,8420300,No,01-10-1958,277870,101044,Partial
Karapakkam,20-02-2012,1278,1,1,3,10544750,No,25-02-1991,453424,94903,Normal Sale
Adyar,15-06-2007,692,1,1,2,4678720,No,17-06-1999,159076,32751,Family
Chrompet,09-01-2012,1186,1,1,3,13042550,No,16-01-1983,326064,91298,Adj Land
KK Nagar,12-01-2009,1536,2,1,4,8720100,No,16-01-1994,374964,87201,Partial
Chrompet,29-01-2010,882,1,1,3,8665540,No,30-01-2006,285963,112652,Adj Land
Adyar,10-02-2012,1255,2,2,4,10084565,No,12-02-2001,322706,60507,Family
Adyar,16-01-2008,1065,1,1,3,6857075,No,17-01-2003,267426,41142,Family
Chrompet,15-01-2011,1045,1,1,3,9020500,No,19-01-1993,225513,27062,Ab Normal
Velachery,24-12-2004,1871,3,2,5,8616750,No,06-01-1955,310203,180952,Family
Anna Nagar,25-07-2012,1754,1,1,4,10917740,No,01-08-1985,294779,76424,Adj Land
Karapakkam,01-07-2010,836,1,1,2,3577000,No,06-07-1988,171696,46501,Normal Sale
Karapakkam,28-12-2009,1399,2,2,4,11019000,No,07-01-1970,473817,187323,Family
Chrompet,17-12-2007,1230,2,1,4,14109250,No,18-12-2000,395059,98765,Ab Normal
Velachery,15-11-2009,1590,2,1,4,13277730,No,29-11-1955,411610,212444,Normal Sale
Velachery,28-01-2005,1734,2,1,4,10180900,No,31-01-1995,325789,111990,Family
Chrompet,13-11-2007,786,1,1,2,10905100,No,14-11-2001,283533,43620,Normal Sale
Chrompet,15-12-2012,701,1,1,2,8513600,No,24-12-1976,263922,42568,Partial
Anna Nagar,07-06-2013,1739,1,1,4,12739970,No,11-06-1998,356719,242059,Partial
Chrompet,30-04-2009,1127,1,1,3,8841600,No,08-05-1977,265248,61891,Ab Normal
Chrompet,31-08-2008,919,1,1,3,10180400,No,07-09-1980,274871,40722,Normal Sale
Chrompet,31-10-2007,902,1,1,3,8637740,No,01-11-2003,276408,25913,Ab Normal
Chrompet,19-02-2014,1026,1,1,3,12388350,No,24-02-1993,322097,61942,Normal Sale
KK Nagar,03-11-2008,1764,2,1,4,10950540,No,09-11-1985,339467,109505,Adj Land
KK Nagar,13-05-2011,1869,3,2,5,11190500,No,17-05-1995,436430,212620,Family
Adyar,27-12-2007,1291,2,2,4,6951120,No,03-01-1980,250240,27804,Family
Anna Nagar,16-11-2010,1883,2,1,5,13316650,No,20-11-1995,346233,119850,Adj Land
KK Nagar,19-04-2010,1302,1,1,3,11286720,No,25-04-1984,406322,158014,Partial
Karapakkam,23-06-2010,506,1,1,2,6519250,No,30-06-1983,254251,58673,Ab Normal
Karapakkam,01-08-2009,1653,2,2,4,12268750,No,07-08-1984,392600,171763,Partial
Karapakkam,24-05-2010,1292,1,1,3,8974750,No,28-05-1993,421813,107697,Ab Normal
Anna Nagar,06-01-2009,1922,2,1,5,21208080,No,12-01-1985,657450,106040,Normal Sale
Karapakkam,29-09-2011,584,1,1,2,3928250,No,01-10-2000,149274,98206,Adj Land
Velachery,20-03-2005,1879,3,2,5,9900740,No,28-03-1973,316824,89107,Normal Sale
Karapakkam,04-05-2011,1199,1,1,3,7329125,No,12-05-1979,249190,65962,Family
Chrompet,11-02-2015,1068,1,1,3,9087160,No,14-02-2003,263528,63610,Normal Sale
Chrompet,28-12-2009,1259,2,1,4,9574950,No,01-01-1993,296823,143624,Ab Normal
Chrompet,03-02-2010,1144,1,1,3,12649650,No,11-02-1979,379490,63248,Normal Sale
Anna Nagar,18-04-2011,1515,1,1,4,10864880,No,27-04-1972,391136,97784,Normal Sale
Adyar,07-08-2011,630,1,1,2,9683840,No,11-08-1995,348618,9684,Partial
Velachery,05-08-2004,1671,2,1,4,10676510,No,10-08-1986,416384,85412,Normal Sale
Karapakkam,22-04-2010,1047,1,1,3,6066000,No,26-04-1992,291168,78858,Family
Adyar,23-07-2008,1299,2,2,4,8087365,No,26-07-1997,283058,105136,Normal Sale
Karapakkam,20-02-2010,801,1,1,2,5038250,No,24-02-1993,191454,95727,Ab Normal
Anna Nagar,17-06-2012,1955,2,1,5,11575870,No,20-06-2001,335700,185214,Family
KK Nagar,28-11-2010,1708,2,1,4,13502140,No,02-12-1993,526583,283545,Ab Normal
T Nagar,22-03-2007,1975,2,1,5,12643190,No,25-03-1995,505728,101146,Ab Normal
Anna Nagar,16-11-2009,1791,1,1,4,14020280,No,20-11-1994,532771,84122,Adj Land
Karapakkam,19-01-2010,967,1,1,3,3891250,No,26-01-1981,143976,62260,Ab Normal
Anna Nagar,01-05-2014,1711,1,1,4,14106990,No,04-05-2001,366782,84642,Family
KK Nagar,12-08-2011,1583,2,1,4,10848760,No,18-08-1986,379707,141034,Adj Land
Karapakkam,30-01-2011,1356,2,2,4,6683750,No,10-02-1966,314136,60154,Family
Chrompet,22-06-2011,1129,1,1,3,9117330,No,26-06-1995,300872,27352,Family
KK Nagar,16-04-2008,1501,2,1,4,9155320,No,23-04-1982,311281,128174,Ab Normal
Karapakkam,02-09-2011,1449,2,2,4,5464000,No,06-09-1993,213096,54640,Family
Anna Nagar,23-04-2007,1700,1,1,4,11926600,No,24-04-2002,298165,178899,Ab Normal
Velachery,22-10-2004,1829,3,2,5,8669050,No,26-10-1989,286079,121367,Partial
KK Nagar,21-04-2009,1460,2,1,4,9213320,No,25-04-1993,322466,128986,Family
Chrompet,12-03-2009,992,1,1,3,8611350,No,17-03-1988,241118,34445,Normal Sale
Adyar,26-12-2010,1268,2,2,4,9952510,No,29-12-1996,388148,119430,Normal Sale
Anna Nagar,16-12-2012,1890,2,1,5,11505040,No,21-12-1995,310636,195586,Ab Normal
Karapakkam,01-04-2011,670,1,1,2,5136000,No,05-04-1995,225984,66768,Family
Karapakkam,09-03-2010,1256,1,1,3,6081000,No,16-03-1982,188511,72972,Ab Normal
Anna Nagar,13-05-2013,1585,1,1,4,17934280,No,24-05-1969,555963,340751,Ab Normal
KK Nagar,09-07-2011,2237,4,2,6,12183080,No,15-07-1987,487323,255845,Normal Sale
Karapakkam,07-03-2012,1662,2,2,4,8532500,No,14-03-1986,307170,204780,Adj Land
Adyar,02-12-2010,819,1,1,3,10569040,No,11-12-1974,422762,21138,Family
KK Nagar,08-11-2011,2348,4,2,6,12021160,No,15-11-1981,504889,288508,Family
T Nagar,08-10-2007,1849,2,1,5,12412950,No,15-10-1977,322737,99304,Adj Land
KK Nagar,17-09-2008,1733,2,1,4,14773100,No,21-09-1993,709109,132958,Ab Normal
Adyar,31-08-2009,1081,1,1,3,10970740,No,09-09-1973,362034,131649,Ab Normal
Karapakkam,21-11-2009,1430,2,2,4,7514750,No,30-11-1972,293075,127751,Normal Sale
KK Nagar,05-06-2011,1707,2,1,4,9737060,No,11-06-1985,331060,126582,Partial
KK Nagar,01-07-2010,1317,1,1,3,11665400,No,03-07-2000,583270,221643,Family
KK Nagar,08-07-2011,2458,4,2,6,11375820,No,13-07-1990,511912,193389,Partial
Chrompet,26-12-2009,1091,1,1,3,7697920,No,01-01-1987,192448,107771,Partial
T Nagar,15-12-2012,1759,1,1,4,11863220,No,24-12-1976,296581,189812,Family
Chrompet,29-07-2009,1099,1,1,3,13266650,No,06-08-1978,424533,212266,Partial
Adyar,02-05-2012,927,1,1,3,10431690,No,04-05-2006,406836,135612,Family
Anna Nagar,20-09-2009,1966,2,1,5,11752460,No,28-09-1976,434841,188039,Partial
KK Nagar,03-10-2010,1541,2,1,4,13945940,No,07-10-1993,502054,278919,Adj Land
Karapakkam,26-08-2009,659,1,1,2,5882500,No,31-08-1989,247065,58825,Adj Land
T Nagar,11-09-2007,1834,2,1,5,13990830,No,13-09-1998,489679,181881,Adj Land
Chrompet,18-05-2014,1262,2,1,4,10773390,No,25-05-1987,323202,172374,Adj Land
Karapakkam,11-04-2010,1225,1,1,3,4243125,No,20-04-1975,178211,93349,Family
Velachery,24-07-2004,1696,2,1,4,13594630,No,27-07-1995,475812,163136,Partial
Velachery,10-12-2008,1943,3,2,5,10774250,No,20-12-1968,377099,140065,Adj Land
KK Nagar,26-11-2010,1499,2,1,4,13324620,No,29-11-1999,626257,146571,Partial
Anna Nagar,13-05-2010,1505,1,1,4,17242780,No,18-05-1991,534526,327613,Partial
T Nagar,23-07-2014,1514,1,1,4,16835310,No,30-07-1986,656577,168353,Ab Normal
Velachery,13-02-2012,1814,3,2,5,13975040,No,14-02-2005,419251,139750,Ab Normal
Karapakkam,13-12-2010,504,1,1,2,3454000,No,20-12-1982,162338,31086,Family
T Nagar,12-12-2011,1934,2,1,5,14154820,No,18-12-1985,353871,254787,Ab Normal
KK Nagar,28-09-2009,2268,4,2,6,11645200,No,01-10-1997,384292,151388,Partial
Karapakkam,27-02-2012,615,1,1,2,7284250,No,03-03-1993,335076,167538,Family
Chrompet,30-01-2012,832,1,1,3,9252340,No,01-02-2002,305327,157290,Normal Sale
Anna Nagar,19-05-2007,1919,2,1,5,12308240,No,28-05-1970,492330,123082,Family
Velachery,06-09-2006,1788,2,1,4,9689440,No,10-09-1989,329441,145342,Family
Chrompet,16-05-2007,723,1,1,2,7603010,No,25-05-1969,235693,22809,Normal Sale
Adyar,04-04-2007,990,1,1,3,10631860,No,10-04-1983,404011,106319,Adj Land
KK Nagar,06-04-2008,2219,3,2,5,17449820,No,12-04-1987,610744,174498,Ab Normal
Adyar,27-09-2008,1167,1,1,3,7904525,No,06-10-1973,316181,31618,Ab Normal
T Nagar,20-07-2011,1566,1,1,4,17187060,No,27-07-1983,584360,240619,Ab Normal
Velachery,14-10-2004,1781,2,1,4,13206150,No,28-10-1949,501834,92443,Ab Normal
KK Nagar,21-09-2008,2470,4,2,6,12792980,No,29-09-1979,626856,217481,Adj Land
Velachery,16-06-2011,1612,2,1,4,8690980,No,19-06-1997,295493,156438,Normal Sale
Chrompet,24-10-2012,1128,1,1,3,12072650,No,02-11-1977,374252,144872,Family
KK Nagar,01-03-2010,1731,2,1,4,11270960,No,03-03-2003,462109,146522,Adj Land
Karapakkam,06-10-2011,1256,1,1,3,9393000,No,09-10-1999,319362,93930,Normal Sale
KK Nagar,16-06-2011,1824,3,2,5,15122540,No,17-06-2004,650269,257083,Ab Normal
Velachery,12-07-2011,1752,2,1,4,8535580,No,18-07-1987,281674,119498,Family
Chrompet,20-07-2012,1031,1,1,3,9241670,No,30-07-1972,277250,36967,Adj Land
Anna Nagar,08-04-2008,1567,1,1,4,11630020,No,19-04-1965,383791,58150,Adj Land
T Nagar,03-06-2013,1510,1,1,4,16300260,No,11-06-1980,505308,211903,Partial
Velachery,01-06-2004,1824,3,2,5,6911070,No,09-06-1973,234976,131310,Normal Sale
Adyar,14-03-2010,1103,1,1,3,7693965,No,17-03-1999,230819,53858,Family
Karapakkam,20-07-2010,1386,2,2,4,8418500,No,21-07-2005,353577,168370,Family
Chrompet,27-08-2014,792,1,1,2,10567050,No,05-09-1979,327579,95103,Family
Chrompet,07-07-2010,770,1,1,2,8883750,No,15-07-1977,222094,62186,Partial
Anna Nagar,18-11-2012,1707,1,1,4,17363590,No,29-11-1970,607726,173636,Ab Normal
Karapakkam,31-12-2009,972,1,1,3,6399750,No,11-01-1967,307188,140795,Normal Sale
Adyar,26-06-2010,1000,1,1,3,8348770,No,30-06-1992,283858,75139,Ab Normal
Chrompet,12-03-2007,1180,1,1,3,8889850,No,18-03-1980,293365,44449,Partial
KK Nagar,27-08-2009,2389,4,2,6,18402940,No,03-09-1982,644103,202432,Family
KK Nagar,14-09-2008,2227,4,2,6,11820720,No,16-09-2002,496470,118207,Normal Sale
Chrompet,24-11-2013,926,1,1,3,11939850,No,01-12-1986,370135,95519,Partial
T Nagar,28-05-2011,1517,1,1,4,11712660,No,03-06-1986,339667,58563,Adj Land
KK Nagar,22-04-2009,1721,2,1,4,9225240,No,28-04-1987,424361,193730,Adj Land
Karapakkam,01-04-2011,1231,1,1,3,5711000,No,05-04-1993,262706,102798,Normal Sale
Karapakkam,03-12-2010,774,1,1,2,4182250,No,13-12-1971,146379,96192,Adj Land
Chrompet,04-01-2012,940,1,1,3,9064800,No,05-01-2008,235685,36259,Ab Normal
Chrompet,19-12-2006,857,1,1,3,7377300,No,26-12-1976,191810,22132,Adj Land
T Nagar,24-12-2008,1563,1,1,4,11277710,No,26-12-2002,405998,112777,Ab Normal
Velachery,16-06-2008,1634,2,1,4,9643920,No,20-06-1992,356825,106083,Ab Normal
KK Nagar,14-10-2008,1483,2,1,4,8756780,No,19-10-1989,324001,218920,Normal Sale
KK Nagar,26-07-2008,1873,3,2,5,15494260,No,01-08-1985,681747,216920,Ab Normal
Karapakkam,30-04-2010,720,1,1,2,6352250,No,10-05-1971,235033,107988,Normal Sale
Anna Nagar,24-07-2011,1514,1,1,4,12279230,No,31-07-1983,417494,110513,Family
KK Nagar,30-08-2010,2347,4,2,6,12885880,No,06-09-1983,579865,154631,Partial
Velachery,28-04-2006,1941,3,2,5,11014650,No,04-05-1981,352469,110147,Ab Normal
Chrompet,22-01-2010,885,1,1,3,8414700,No,31-01-1975,252441,126221,Ab Normal
Karapakkam,12-10-2010,774,1,1,2,6353750,No,22-10-1969,254150,57184,Family
Chrompet,18-04-2013,857,1,1,3,12232800,No,20-04-2005,379217,85630,Family
Velachery,11-12-2004,1774,2,1,4,14103230,No,16-12-1985,493613,267961,Family
T Nagar,14-04-2009,1838,2,1,5,20241530,No,18-04-1995,809661,242898,Family
Karapakkam,10-12-2011,1209,1,1,3,6567375,No,20-12-1969,269262,111645,Partial
Karapakkam,10-11-2011,579,1,1,2,5032625,No,19-11-1975,191240,125816,Normal Sale
Velachery,10-04-2009,1837,3,2,5,11411760,No,15-04-1991,388000,148353,Normal Sale
Chrompet,10-07-2012,1296,2,1,4,9965620,No,19-07-1978,318900,149484,Family
Karapakkam,15-06-2011,1624,2,2,4,7651250,No,22-06-1980,344306,84164,Normal Sale
Chrompet,19-09-2010,1257,2,1,4,9946290,No,25-09-1986,308335,39785,Adj Land
Chrompet,15-01-2013,1163,1,1,3,12123250,No,24-01-1978,303081,145479,Adj Land
Velachery,17-06-2011,1566,2,1,4,6776450,No,24-06-1981,250729,88094,Ab Normal
Velachery,08-03-2007,1669,2,1,4,7193030,No,20-03-1958,230177,122282,Normal Sale
Adyar,03-04-2011,750,1,1,2,6252365,No,10-04-1980,250095,12505,Ab Normal
KK Nagar,28-12-2008,2149,3,2,5,11840340,No,30-12-2001,378891,272328,Adj Land
KK Nagar,30-04-2010,1623,2,1,4,14485900,No,01-05-2005,695323,318690,Family
Chrompet,13-11-2013,1143,1,1,3,12716150,No,15-11-2004,381485,101729,Family
Adyar,06-06-2011,865,1,1,3,4982055,No,15-06-1974,149462,69749,Partial
Anna Nagar,20-09-2008,1880,2,1,5,20562600,No,25-09-1988,678566,390689,Normal Sale
Chrompet,09-04-2007,721,1,1,2,8732470,No,15-04-1981,288172,113522,Adj Land
T Nagar,23-02-2012,1510,1,1,4,10754410,No,27-02-1994,365650,53772,Ab Normal
T Nagar,07-01-2013,1609,1,1,4,17720900,No,19-01-1968,496185,212651,Normal Sale
Adyar,27-06-2008,928,1,1,3,6997335,No,30-06-1999,279893,62976,Partial
T Nagar,13-01-2011,1526,1,1,4,18546530,No,15-01-2002,537849,259651,Family
KK Nagar,09-12-2008,1366,2,1,4,9808360,No,16-12-1980,451185,186359,Adj Land
Karapakkam,26-12-2010,731,1,1,2,3102500,No,03-01-1979,111690,49640,Ab Normal
T Nagar,02-08-2007,1886,2,1,5,12040960,No,12-08-1964,325106,216737,Family
Adyar,12-09-2008,1236,2,2,4,13478895,No,21-09-1975,458282,40437,Adj Land
Anna Nagar,24-09-2007,1744,1,1,4,11667270,No,04-10-1966,385020,186676,Normal Sale
Adyar,21-02-2007,933,1,1,3,9022165,No,24-02-1996,279687,99244,Ab Normal
Chrompet,12-05-2009,747,1,1,2,6206700,No,18-05-1987,186201,24827,Family
Chrompet,09-05-2013,1290,2,1,4,13442250,No,12-05-2002,416710,228518,Partial
Velachery,02-05-2011,1574,2,1,4,13113330,No,15-05-1957,511420,236040,Family
Karapakkam,04-07-2011,1047,1,1,3,8597500,No,07-07-1997,309510,137560,Adj Land
Anna Nagar,24-12-2007,1957,2,1,5,13371220,No,28-12-1989,467993,80227,Family
KK Nagar,20-01-2012,2287,4,2,6,12339780,No,22-01-2003,407213,308495,Adj Land
Velachery,12-03-2007,1749,2,1,4,10236960,No,16-03-1989,378768,184265,Normal Sale
T Nagar,26-11-2007,1766,1,1,4,18658980,No,02-12-1983,466475,242567,Partial
Velachery,26-07-2009,1874,3,2,5,9292000,No,04-08-1974,288052,120796,Ab Normal
Karapakkam,12-08-2011,1454,2,2,4,7202750,No,13-08-2006,338529,86433,Partial
KK Nagar,01-10-2011,2461,4,2,6,11338920,No,02-10-2005,419540,204101,Family
Adyar,28-05-2010,823,1,1,3,7174375,No,29-05-2005,222406,107616,Normal Sale
KK Nagar,27-07-2009,1389,2,1,4,9630040,No,02-08-1986,433352,154081,Partial
Adyar,27-06-2007,765,1,1,2,8203665,No,29-06-1996,287128,41018,Normal Sale
Anna Nagar,16-04-2010,1539,1,1,4,11320960,No,19-04-1997,407555,169814,Normal Sale
Chrompet,09-09-2014,948,1,1,3,8423350,No,11-09-2005,244277,126350,Adj Land
Karapakkam,16-10-2011,1025,1,1,3,7688000,No,20-10-1995,230640,69192,Ab Normal
Karapakkam,19-05-2011,758,1,1,2,6237500,No,26-05-1981,286925,106038,Family
Velachery,27-01-2007,1948,3,2,5,10765530,No,06-02-1968,387559,183014,Adj Land
T Nagar,13-09-2011,1532,1,1,4,10802190,No,14-09-2004,302461,97220,Ab Normal
KK Nagar,10-12-2009,1373,2,1,4,8638540,No,16-12-1985,285072,155494,Partial
Velachery,19-02-2011,1528,2,1,4,7922150,No,26-02-1981,237665,87144,Partial
Velachery,20-08-2004,1826,3,2,5,9711430,No,30-08-1965,369034,106826,Family
Karapakkam,19-11-2009,1132,1,1,3,5330500,No,29-11-1971,261195,95949,Ab Normal
Karapakkam,05-03-2010,1665,2,2,4,7729125,No,08-03-1999,370998,170041,Partial
Chrompet,05-06-2011,1157,1,1,3,12632900,No,06-06-2005,353721,101063,Adj Land
KK Nagar,30-08-2010,2064,3,2,5,16497820,No,04-09-1989,725904,362952,Ab Normal
Chrompet,06-11-2006,1181,1,1,3,9847570,No,10-11-1990,246189,98476,Family
KK Nagar,04-03-2009,2282,4,2,6,12171140,No,11-03-1982,401648,267765,Normal Sale
Karapakkam,03-10-2009,1531,2,2,4,11451250,No,12-10-1974,538209,286281,Ab Normal
Anna Nagar,25-01-2011,1629,1,1,4,19939120,No,26-01-2005,578234,179452,Adj Land
Chrompet,27-07-2010,810,1,1,3,9879950,No,03-08-1981,276639,128439,Adj Land
KK Nagar,10-08-2008,1722,2,1,4,9795980,No,15-08-1989,391839,235104,Partial
Karapakkam,03-10-2011,1475,2,2,4,8296250,No,08-10-1990,373331,207406,Adj Land
Anna Nagar,29-06-2009,1522,1,1,4,11295000,No,30-06-2004,304965,214605,Family
Chrompet,25-11-2011,866,1,1,3,10173350,No,02-12-1982,284854,152600,Ab Normal
Anna Nagar,11-05-2008,1626,1,1,4,12866410,No,14-05-1999,398859,141531,Normal Sale
Chrompet,18-08-2014,1165,1,1,3,7550250,No,27-08-1979,234058,98153,Partial
Adyar,05-11-2010,618,1,1,2,8421940,No,14-11-1974,277924,25266,Normal Sale
Chrompet,24-08-2012,1144,1,1,3,9341380,No,03-09-1974,261559,158803,Family
Adyar,09-08-2007,1201,2,2,4,14203140,No,18-08-1971,468704,213047,Partial
Karapakkam,06-11-2010,1585,2,2,4,11996750,No,17-11-1965,503864,215942,Partial
Karapakkam,22-02-2011,798,1,1,2,4517000,No,25-02-1998,189714,58721,Family
T Nagar,10-04-2010,1808,2,1,5,20487250,No,15-04-1990,758028,286822,Adj Land
Chrompet,11-05-2012,934,1,1,3,7774580,No,15-05-1996,217688,116619,Ab Normal
Adyar,14-12-2008,962,1,1,3,6374265,No,17-12-1997,235848,95614,Ab Normal
KK Nagar,04-12-2008,1778,3,2,5,10567300,No,06-12-2001,327586,147942,Family
Karapakkam,18-04-2011,1023,1,1,3,4798625,No,19-04-2005,163153,71979,Partial
Adyar,25-03-2010,784,1,1,2,6611365,No,02-04-1979,224786,85948,Normal Sale
KK Nagar,05-01-2009,1485,2,1,4,8195220,No,08-01-1998,344199,98343,Family
KK Nagar,14-04-2010,1308,1,1,3,9168580,No,16-04-2001,339237,220046,Partial
Karapakkam,12-10-2009,663,1,1,2,3815750,No,17-10-1990,122104,91578,Ab Normal
Chrompet,26-06-2009,749,1,1,2,9607900,No,02-07-1987,240198,124903,Normal Sale
Chrompet,15-06-2012,1157,1,1,3,9455100,No,18-06-2002,293108,47276,Normal Sale
